order_item_id,created_at,order_id,product_id,is_primary_item,price_usd,cogs_usd
54,30/03/2012 14:26,54,1,1,49.99,19.49
55,30/03/2012 14:39,55,1,1,49.99,19.49
56,31/03/2012 00:22,56,1,1,49.99,19.49
57,31/03/2012 02:32,57,1,1,49.99,19.49
58,31/03/2012 06:40,58,1,1,49.99,19.49
59,31/03/2012 10:25,59,1,1,49.99,19.49
60,31/03/2012 19:24,60,1,1,49.99,19.49
61,01/04/2012 06:45,61,1,1,49.99,19.49
62,01/04/2012 12:38,62,1,1,49.99,19.49
63,01/04/2012 17:33,63,1,1,49.99,19.49
64,01/04/2012 18:26,64,1,1,49.99,19.49
65,02/04/2012 11:07,65,1,1,49.99,19.49
66,02/04/2012 16:32,66,1,1,49.99,19.49
67,02/04/2012 17:17,67,1,1,49.99,19.49
68,02/04/2012 18:36,68,1,1,49.99,19.49
69,03/04/2012 10:29,69,1,1,49.99,19.49
70,03/04/2012 11:53,70,1,1,49.99,19.49
71,03/04/2012 15:03,71,1,1,49.99,19.49
72,03/04/2012 16:31,72,1,1,49.99,19.49
73,03/04/2012 16:36,73,1,1,49.99,19.49
74,03/04/2012 19:09,74,1,1,49.99,19.49
75,04/04/2012 07:47,75,1,1,49.99,19.49
76,04/04/2012 11:13,76,1,1,49.99,19.49
77,04/04/2012 11:34,77,1,1,49.99,19.49
78,04/04/2012 18:21,78,1,1,49.99,19.49
79,04/04/2012 19:00,79,1,1,49.99,19.49
80,05/04/2012 10:34,80,1,1,49.99,19.49
81,05/04/2012 13:15,81,1,1,49.99,19.49
82,05/04/2012 20:11,82,1,1,49.99,19.49
83,06/04/2012 04:04,83,1,1,49.99,19.49
84,06/04/2012 12:16,84,1,1,49.99,19.49
85,06/04/2012 17:13,85,1,1,49.99,19.49
86,06/04/2012 22:48,86,1,1,49.99,19.49
87,07/04/2012 04:47,87,1,1,49.99,19.49
88,07/04/2012 16:15,88,1,1,49.99,19.49
89,07/04/2012 16:55,89,1,1,49.99,19.49
90,08/04/2012 02:25,90,1,1,49.99,19.49
91,08/04/2012 05:52,91,1,1,49.99,19.49
92,08/04/2012 20:50,92,1,1,49.99,19.49
93,08/04/2012 21:10,93,1,1,49.99,19.49
94,08/04/2012 22:33,94,1,1,49.99,19.49
95,09/04/2012 09:49,95,1,1,49.99,19.49
96,09/04/2012 09:50,96,1,1,49.99,19.49
97,09/04/2012 11:25,97,1,1,49.99,19.49
98,09/04/2012 15:01,98,1,1,49.99,19.49
99,09/04/2012 19:48,99,1,1,49.99,19.49
100,09/04/2012 20:28,100,1,1,49.99,19.49
101,09/04/2012 22:56,101,1,1,49.99,19.49
102,09/04/2012 23:25,102,1,1,49.99,19.49
103,10/04/2012 14:21,103,1,1,49.99,19.49
104,10/04/2012 16:40,104,1,1,49.99,19.49
105,10/04/2012 22:27,105,1,1,49.99,19.49
106,11/04/2012 14:13,106,1,1,49.99,19.49
107,11/04/2012 15:22,107,1,1,49.99,19.49
108,11/04/2012 16:38,108,1,1,49.99,19.49
109,11/04/2012 20:19,109,1,1,49.99,19.49
110,11/04/2012 21:59,110,1,1,49.99,19.49
111,12/04/2012 10:03,111,1,1,49.99,19.49
112,12/04/2012 10:51,112,1,1,49.99,19.49
113,12/04/2012 13:30,113,1,1,49.99,19.49
114,12/04/2012 15:50,114,1,1,49.99,19.49
115,13/04/2012 02:13,115,1,1,49.99,19.49
116,13/04/2012 14:53,116,1,1,49.99,19.49
117,14/04/2012 23:26,117,1,1,49.99,19.49
118,15/04/2012 09:00,118,1,1,49.99,19.49
119,15/04/2012 13:20,119,1,1,49.99,19.49
120,15/04/2012 15:10,120,1,1,49.99,19.49
121,15/04/2012 16:36,121,1,1,49.99,19.49
122,16/04/2012 13:22,122,1,1,49.99,19.49
123,16/04/2012 14:54,123,1,1,49.99,19.49
124,16/04/2012 15:03,124,1,1,49.99,19.49
125,16/04/2012 17:59,125,1,1,49.99,19.49
126,16/04/2012 19:33,126,1,1,49.99,19.49
127,17/04/2012 19:20,127,1,1,49.99,19.49
128,18/04/2012 10:28,128,1,1,49.99,19.49
129,18/04/2012 12:10,129,1,1,49.99,19.49
130,18/04/2012 18:51,130,1,1,49.99,19.49
131,18/04/2012 19:59,131,1,1,49.99,19.49
132,19/04/2012 07:42,132,1,1,49.99,19.49
133,19/04/2012 13:21,133,1,1,49.99,19.49
134,19/04/2012 14:19,134,1,1,49.99,19.49
135,19/04/2012 14:20,135,1,1,49.99,19.49
136,19/04/2012 19:02,136,1,1,49.99,19.49
137,19/04/2012 21:50,137,1,1,49.99,19.49
138,20/04/2012 14:02,138,1,1,49.99,19.49
139,21/04/2012 17:39,139,1,1,49.99,19.49
140,22/04/2012 11:01,140,1,1,49.99,19.49
141,22/04/2012 16:58,141,1,1,49.99,19.49
142,22/04/2012 21:22,142,1,1,49.99,19.49
143,23/04/2012 11:07,143,1,1,49.99,19.49
144,23/04/2012 11:27,144,1,1,49.99,19.49
145,23/04/2012 12:31,145,1,1,49.99,19.49
146,23/04/2012 17:12,146,1,1,49.99,19.49
147,23/04/2012 20:59,147,1,1,49.99,19.49
148,23/04/2012 22:39,148,1,1,49.99,19.49
149,23/04/2012 22:57,149,1,1,49.99,19.49
150,24/04/2012 19:22,150,1,1,49.99,19.49
151,24/04/2012 23:13,151,1,1,49.99,19.49
152,25/04/2012 21:05,152,1,1,49.99,19.49
153,26/04/2012 15:35,153,1,1,49.99,19.49
154,26/04/2012 17:43,154,1,1,49.99,19.49
155,26/04/2012 22:22,155,1,1,49.99,19.49
156,27/04/2012 01:22,156,1,1,49.99,19.49
157,27/04/2012 19:42,157,1,1,49.99,19.49
158,29/04/2012 16:58,158,1,1,49.99,19.49
159,30/04/2012 12:14,159,1,1,49.99,19.49
160,01/05/2012 03:50,160,1,1,49.99,19.49
161,01/05/2012 10:34,161,1,1,49.99,19.49
162,01/05/2012 11:20,162,1,1,49.99,19.49
163,01/05/2012 12:10,163,1,1,49.99,19.49
164,01/05/2012 16:25,164,1,1,49.99,19.49
165,02/05/2012 11:50,165,1,1,49.99,19.49
166,02/05/2012 12:56,166,1,1,49.99,19.49
167,02/05/2012 17:15,167,1,1,49.99,19.49
168,02/05/2012 17:24,168,1,1,49.99,19.49
169,03/05/2012 09:03,169,1,1,49.99,19.49
170,03/05/2012 09:40,170,1,1,49.99,19.49
171,03/05/2012 15:19,171,1,1,49.99,19.49
172,03/05/2012 16:24,172,1,1,49.99,19.49
173,03/05/2012 23:52,173,1,1,49.99,19.49
174,04/05/2012 05:22,174,1,1,49.99,19.49
175,04/05/2012 10:24,175,1,1,49.99,19.49
176,04/05/2012 16:56,176,1,1,49.99,19.49
177,08/05/2012 15:59,177,1,1,49.99,19.49
178,08/05/2012 16:18,178,1,1,49.99,19.49
179,09/05/2012 01:00,179,1,1,49.99,19.49
180,09/05/2012 01:40,180,1,1,49.99,19.49
181,09/05/2012 09:04,181,1,1,49.99,19.49
182,09/05/2012 10:16,182,1,1,49.99,19.49
183,09/05/2012 13:36,183,1,1,49.99,19.49
184,09/05/2012 14:59,184,1,1,49.99,19.49
185,09/05/2012 17:01,185,1,1,49.99,19.49
186,09/05/2012 17:41,186,1,1,49.99,19.49
187,10/05/2012 09:54,187,1,1,49.99,19.49
188,10/05/2012 18:45,188,1,1,49.99,19.49
189,10/05/2012 21:29,189,1,1,49.99,19.49
190,11/05/2012 11:10,190,1,1,49.99,19.49
191,11/05/2012 15:06,191,1,1,49.99,19.49
192,11/05/2012 21:20,192,1,1,49.99,19.49
193,12/05/2012 20:44,193,1,1,49.99,19.49
194,13/05/2012 08:21,194,1,1,49.99,19.49
195,13/05/2012 15:56,195,1,1,49.99,19.49
196,13/05/2012 17:04,196,1,1,49.99,19.49
197,14/05/2012 18:33,197,1,1,49.99,19.49
198,14/05/2012 18:51,198,1,1,49.99,19.49
199,15/05/2012 03:20,199,1,1,49.99,19.49
200,15/05/2012 05:20,200,1,1,49.99,19.49
201,15/05/2012 05:28,201,1,1,49.99,19.49
202,15/05/2012 08:13,202,1,1,49.99,19.49
203,15/05/2012 08:56,203,1,1,49.99,19.49
204,15/05/2012 15:06,204,1,1,49.99,19.49
205,15/05/2012 15:29,205,1,1,49.99,19.49
206,15/05/2012 17:26,206,1,1,49.99,19.49
207,16/05/2012 05:07,207,1,1,49.99,19.49
208,16/05/2012 05:33,208,1,1,49.99,19.49
209,17/05/2012 00:34,209,1,1,49.99,19.49
210,17/05/2012 16:23,210,1,1,49.99,19.49
211,17/05/2012 19:33,211,1,1,49.99,19.49
212,18/05/2012 10:29,212,1,1,49.99,19.49
213,18/05/2012 11:38,213,1,1,49.99,19.49
214,18/05/2012 13:43,214,1,1,49.99,19.49
215,18/05/2012 14:24,215,1,1,49.99,19.49
216,19/05/2012 03:45,216,1,1,49.99,19.49
217,20/05/2012 00:54,217,1,1,49.99,19.49
218,20/05/2012 09:53,218,1,1,49.99,19.49
219,20/05/2012 22:54,219,1,1,49.99,19.49
220,20/05/2012 23:15,220,1,1,49.99,19.49
221,20/05/2012 23:36,221,1,1,49.99,19.49
222,21/05/2012 05:26,222,1,1,49.99,19.49
223,21/05/2012 11:52,223,1,1,49.99,19.49
224,21/05/2012 16:48,224,1,1,49.99,19.49
225,21/05/2012 22:15,225,1,1,49.99,19.49
226,22/05/2012 05:15,226,1,1,49.99,19.49
227,22/05/2012 06:15,227,1,1,49.99,19.49
228,22/05/2012 11:40,228,1,1,49.99,19.49
229,22/05/2012 13:00,229,1,1,49.99,19.49
230,22/05/2012 16:53,230,1,1,49.99,19.49
231,23/05/2012 03:29,231,1,1,49.99,19.49
232,23/05/2012 22:13,232,1,1,49.99,19.49
233,23/05/2012 23:24,233,1,1,49.99,19.49
234,24/05/2012 19:34,234,1,1,49.99,19.49
235,24/05/2012 20:47,235,1,1,49.99,19.49
236,25/05/2012 04:56,236,1,1,49.99,19.49
237,25/05/2012 05:03,237,1,1,49.99,19.49
238,25/05/2012 11:32,238,1,1,49.99,19.49
239,25/05/2012 14:34,239,1,1,49.99,19.49
240,25/05/2012 14:47,240,1,1,49.99,19.49
241,25/05/2012 16:22,241,1,1,49.99,19.49
242,26/05/2012 13:48,242,1,1,49.99,19.49
243,26/05/2012 14:12,243,1,1,49.99,19.49
244,26/05/2012 17:15,244,1,1,49.99,19.49
245,27/05/2012 09:35,245,1,1,49.99,19.49
246,27/05/2012 23:20,246,1,1,49.99,19.49
247,28/05/2012 01:00,247,1,1,49.99,19.49
248,28/05/2012 06:32,248,1,1,49.99,19.49
249,28/05/2012 15:16,249,1,1,49.99,19.49
250,29/05/2012 06:08,250,1,1,49.99,19.49
251,29/05/2012 10:25,251,1,1,49.99,19.49
252,29/05/2012 10:28,252,1,1,49.99,19.49
253,29/05/2012 11:52,253,1,1,49.99,19.49
254,29/05/2012 15:26,254,1,1,49.99,19.49
255,29/05/2012 16:36,255,1,1,49.99,19.49
256,29/05/2012 17:05,256,1,1,49.99,19.49
257,29/05/2012 23:52,257,1,1,49.99,19.49
258,30/05/2012 03:09,258,1,1,49.99,19.49
259,30/05/2012 07:56,259,1,1,49.99,19.49
260,30/05/2012 12:03,260,1,1,49.99,19.49
261,30/05/2012 20:49,261,1,1,49.99,19.49
262,30/05/2012 23:02,262,1,1,49.99,19.49
263,31/05/2012 05:33,263,1,1,49.99,19.49
264,31/05/2012 09:04,264,1,1,49.99,19.49
265,31/05/2012 11:07,265,1,1,49.99,19.49
266,31/05/2012 16:48,266,1,1,49.99,19.49
267,31/05/2012 23:09,267,1,1,49.99,19.49
268,01/06/2012 06:22,268,1,1,49.99,19.49
269,01/06/2012 12:48,269,1,1,49.99,19.49
270,01/06/2012 12:57,270,1,1,49.99,19.49
271,01/06/2012 14:22,271,1,1,49.99,19.49
272,01/06/2012 18:27,272,1,1,49.99,19.49
273,01/06/2012 20:13,273,1,1,49.99,19.49
274,02/06/2012 13:04,274,1,1,49.99,19.49
275,02/06/2012 23:36,275,1,1,49.99,19.49
276,03/06/2012 07:08,276,1,1,49.99,19.49
277,03/06/2012 10:20,277,1,1,49.99,19.49
278,03/06/2012 17:07,278,1,1,49.99,19.49
279,03/06/2012 18:13,279,1,1,49.99,19.49
280,04/06/2012 01:52,280,1,1,49.99,19.49
281,04/06/2012 18:54,281,1,1,49.99,19.49
282,05/06/2012 00:05,282,1,1,49.99,19.49
283,05/06/2012 00:43,283,1,1,49.99,19.49
284,05/06/2012 03:25,284,1,1,49.99,19.49
285,05/06/2012 11:58,285,1,1,49.99,19.49
286,05/06/2012 14:05,286,1,1,49.99,19.49
287,06/06/2012 01:28,287,1,1,49.99,19.49
288,06/06/2012 08:14,288,1,1,49.99,19.49
289,06/06/2012 09:43,289,1,1,49.99,19.49
290,06/06/2012 10:54,290,1,1,49.99,19.49
291,06/06/2012 13:05,291,1,1,49.99,19.49
292,06/06/2012 16:36,292,1,1,49.99,19.49
293,06/06/2012 17:40,293,1,1,49.99,19.49
294,06/06/2012 18:13,294,1,1,49.99,19.49
295,07/06/2012 06:41,295,1,1,49.99,19.49
296,07/06/2012 09:31,296,1,1,49.99,19.49
297,07/06/2012 11:52,297,1,1,49.99,19.49
298,07/06/2012 12:51,298,1,1,49.99,19.49
299,07/06/2012 13:34,299,1,1,49.99,19.49
300,07/06/2012 20:46,300,1,1,49.99,19.49
301,08/06/2012 00:03,301,1,1,49.99,19.49
302,08/06/2012 01:47,302,1,1,49.99,19.49
303,08/06/2012 06:25,303,1,1,49.99,19.49
304,08/06/2012 09:11,304,1,1,49.99,19.49
305,08/06/2012 10:07,305,1,1,49.99,19.49
306,08/06/2012 13:58,306,1,1,49.99,19.49
307,09/06/2012 03:07,307,1,1,49.99,19.49
308,09/06/2012 14:35,308,1,1,49.99,19.49
309,09/06/2012 23:54,309,1,1,49.99,19.49
310,10/06/2012 18:55,310,1,1,49.99,19.49
311,10/06/2012 19:48,311,1,1,49.99,19.49
312,10/06/2012 21:39,312,1,1,49.99,19.49
313,11/06/2012 09:36,313,1,1,49.99,19.49
314,11/06/2012 10:54,314,1,1,49.99,19.49
315,11/06/2012 11:01,315,1,1,49.99,19.49
316,11/06/2012 11:47,316,1,1,49.99,19.49
317,11/06/2012 18:56,317,1,1,49.99,19.49
318,12/06/2012 02:14,318,1,1,49.99,19.49
319,12/06/2012 04:20,319,1,1,49.99,19.49
320,12/06/2012 11:24,320,1,1,49.99,19.49
321,12/06/2012 14:26,321,1,1,49.99,19.49
322,12/06/2012 19:17,322,1,1,49.99,19.49
323,13/06/2012 06:04,323,1,1,49.99,19.49
324,13/06/2012 10:37,324,1,1,49.99,19.49
325,13/06/2012 10:58,325,1,1,49.99,19.49
326,13/06/2012 11:16,326,1,1,49.99,19.49
327,13/06/2012 11:20,327,1,1,49.99,19.49
328,13/06/2012 11:50,328,1,1,49.99,19.49
329,13/06/2012 12:29,329,1,1,49.99,19.49
330,13/06/2012 14:02,330,1,1,49.99,19.49
331,13/06/2012 15:21,331,1,1,49.99,19.49
332,13/06/2012 17:09,332,1,1,49.99,19.49
333,14/06/2012 14:26,333,1,1,49.99,19.49
334,15/06/2012 13:58,334,1,1,49.99,19.49
335,15/06/2012 23:13,335,1,1,49.99,19.49
336,16/06/2012 00:01,336,1,1,49.99,19.49
337,16/06/2012 03:33,337,1,1,49.99,19.49
338,16/06/2012 12:01,338,1,1,49.99,19.49
339,17/06/2012 15:38,339,1,1,49.99,19.49
340,17/06/2012 19:48,340,1,1,49.99,19.49
341,17/06/2012 22:07,341,1,1,49.99,19.49
342,17/06/2012 22:28,342,1,1,49.99,19.49
343,18/06/2012 00:56,343,1,1,49.99,19.49
344,18/06/2012 13:34,344,1,1,49.99,19.49
345,18/06/2012 14:05,345,1,1,49.99,19.49
346,18/06/2012 15:11,346,1,1,49.99,19.49
347,18/06/2012 18:59,347,1,1,49.99,19.49
348,18/06/2012 21:48,348,1,1,49.99,19.49
349,18/06/2012 22:57,349,1,1,49.99,19.49
350,19/06/2012 11:32,350,1,1,49.99,19.49
351,19/06/2012 12:18,351,1,1,49.99,19.49
352,19/06/2012 13:30,352,1,1,49.99,19.49
353,19/06/2012 13:52,353,1,1,49.99,19.49
354,19/06/2012 16:48,354,1,1,49.99,19.49
355,19/06/2012 20:11,355,1,1,49.99,19.49
356,20/06/2012 11:33,356,1,1,49.99,19.49
357,20/06/2012 13:50,357,1,1,49.99,19.49
358,20/06/2012 14:47,358,1,1,49.99,19.49
359,20/06/2012 16:00,359,1,1,49.99,19.49
360,20/06/2012 17:08,360,1,1,49.99,19.49
361,20/06/2012 22:54,361,1,1,49.99,19.49
362,21/06/2012 04:58,362,1,1,49.99,19.49
363,21/06/2012 08:15,363,1,1,49.99,19.49
364,21/06/2012 11:10,364,1,1,49.99,19.49
365,21/06/2012 16:25,365,1,1,49.99,19.49
366,21/06/2012 19:59,366,1,1,49.99,19.49
367,22/06/2012 08:41,367,1,1,49.99,19.49
368,22/06/2012 11:36,368,1,1,49.99,19.49
369,22/06/2012 14:33,369,1,1,49.99,19.49
370,22/06/2012 18:49,370,1,1,49.99,19.49
371,22/06/2012 19:33,371,1,1,49.99,19.49
372,23/06/2012 12:06,372,1,1,49.99,19.49
373,23/06/2012 13:40,373,1,1,49.99,19.49
374,23/06/2012 16:36,374,1,1,49.99,19.49
375,23/06/2012 22:43,375,1,1,49.99,19.49
376,24/06/2012 22:23,376,1,1,49.99,19.49
377,24/06/2012 22:31,377,1,1,49.99,19.49
378,25/06/2012 07:54,378,1,1,49.99,19.49
379,25/06/2012 15:26,379,1,1,49.99,19.49
380,25/06/2012 16:15,380,1,1,49.99,19.49
381,25/06/2012 19:33,381,1,1,49.99,19.49
382,25/06/2012 19:54,382,1,1,49.99,19.49
383,26/06/2012 11:55,383,1,1,49.99,19.49
384,26/06/2012 15:30,384,1,1,49.99,19.49
385,26/06/2012 16:06,385,1,1,49.99,19.49
386,26/06/2012 18:57,386,1,1,49.99,19.49
387,26/06/2012 21:13,387,1,1,49.99,19.49
388,27/06/2012 08:32,388,1,1,49.99,19.49
389,27/06/2012 08:47,389,1,1,49.99,19.49
390,27/06/2012 11:00,390,1,1,49.99,19.49
391,27/06/2012 11:54,391,1,1,49.99,19.49
392,27/06/2012 17:25,392,1,1,49.99,19.49
393,27/06/2012 19:31,393,1,1,49.99,19.49
394,28/06/2012 10:23,394,1,1,49.99,19.49
395,28/06/2012 13:40,395,1,1,49.99,19.49
396,28/06/2012 16:39,396,1,1,49.99,19.49
397,28/06/2012 19:34,397,1,1,49.99,19.49
398,28/06/2012 20:48,398,1,1,49.99,19.49
399,28/06/2012 20:56,399,1,1,49.99,19.49
400,28/06/2012 22:09,400,1,1,49.99,19.49
401,28/06/2012 22:24,401,1,1,49.99,19.49
402,28/06/2012 22:31,402,1,1,49.99,19.49
403,29/06/2012 16:09,403,1,1,49.99,19.49
404,29/06/2012 18:43,404,1,1,49.99,19.49
405,30/06/2012 15:17,405,1,1,49.99,19.49
406,30/06/2012 15:36,406,1,1,49.99,19.49
407,30/06/2012 19:50,407,1,1,49.99,19.49
408,01/07/2012 04:39,408,1,1,49.99,19.49
409,02/07/2012 13:24,409,1,1,49.99,19.49
410,02/07/2012 16:45,410,1,1,49.99,19.49
411,02/07/2012 17:54,411,1,1,49.99,19.49
412,03/07/2012 08:18,412,1,1,49.99,19.49
413,03/07/2012 10:42,413,1,1,49.99,19.49
414,03/07/2012 16:47,414,1,1,49.99,19.49
415,03/07/2012 19:10,415,1,1,49.99,19.49
416,04/07/2012 05:03,416,1,1,49.99,19.49
417,04/07/2012 10:01,417,1,1,49.99,19.49
418,04/07/2012 10:47,418,1,1,49.99,19.49
419,04/07/2012 11:06,419,1,1,49.99,19.49
420,04/07/2012 14:43,420,1,1,49.99,19.49
421,04/07/2012 18:29,421,1,1,49.99,19.49
422,05/07/2012 00:47,422,1,1,49.99,19.49
423,05/07/2012 04:47,423,1,1,49.99,19.49
424,05/07/2012 09:59,424,1,1,49.99,19.49
425,05/07/2012 11:14,425,1,1,49.99,19.49
426,05/07/2012 16:37,426,1,1,49.99,19.49
427,05/07/2012 19:49,427,1,1,49.99,19.49
428,05/07/2012 20:41,428,1,1,49.99,19.49
429,06/07/2012 11:27,429,1,1,49.99,19.49
430,06/07/2012 14:55,430,1,1,49.99,19.49
431,06/07/2012 18:26,431,1,1,49.99,19.49
432,06/07/2012 19:31,432,1,1,49.99,19.49
433,06/07/2012 23:22,433,1,1,49.99,19.49
434,07/07/2012 03:59,434,1,1,49.99,19.49
435,07/07/2012 11:23,435,1,1,49.99,19.49
436,07/07/2012 15:54,436,1,1,49.99,19.49
437,07/07/2012 17:04,437,1,1,49.99,19.49
438,08/07/2012 01:02,438,1,1,49.99,19.49
439,08/07/2012 09:24,439,1,1,49.99,19.49
440,09/07/2012 01:52,440,1,1,49.99,19.49
441,09/07/2012 09:42,441,1,1,49.99,19.49
442,09/07/2012 13:16,442,1,1,49.99,19.49
443,09/07/2012 13:45,443,1,1,49.99,19.49
444,09/07/2012 13:49,444,1,1,49.99,19.49
445,09/07/2012 15:11,445,1,1,49.99,19.49
446,09/07/2012 16:22,446,1,1,49.99,19.49
447,10/07/2012 10:05,447,1,1,49.99,19.49
448,10/07/2012 10:29,448,1,1,49.99,19.49
449,10/07/2012 11:39,449,1,1,49.99,19.49
450,10/07/2012 18:36,450,1,1,49.99,19.49
451,10/07/2012 20:15,451,1,1,49.99,19.49
452,10/07/2012 21:09,452,1,1,49.99,19.49
453,11/07/2012 05:50,453,1,1,49.99,19.49
454,11/07/2012 09:23,454,1,1,49.99,19.49
455,11/07/2012 12:21,455,1,1,49.99,19.49
456,11/07/2012 12:52,456,1,1,49.99,19.49
457,11/07/2012 13:24,457,1,1,49.99,19.49
458,11/07/2012 13:47,458,1,1,49.99,19.49
459,11/07/2012 13:48,459,1,1,49.99,19.49
460,11/07/2012 15:06,460,1,1,49.99,19.49
461,11/07/2012 16:03,461,1,1,49.99,19.49
462,12/07/2012 16:32,462,1,1,49.99,19.49
463,12/07/2012 19:04,463,1,1,49.99,19.49
464,12/07/2012 19:52,464,1,1,49.99,19.49
465,12/07/2012 23:48,465,1,1,49.99,19.49
466,13/07/2012 08:10,466,1,1,49.99,19.49
467,13/07/2012 10:41,467,1,1,49.99,19.49
468,13/07/2012 13:03,468,1,1,49.99,19.49
469,13/07/2012 23:45,469,1,1,49.99,19.49
470,14/07/2012 02:51,470,1,1,49.99,19.49
471,14/07/2012 12:53,471,1,1,49.99,19.49
472,14/07/2012 14:57,472,1,1,49.99,19.49
473,14/07/2012 15:30,473,1,1,49.99,19.49
474,15/07/2012 01:38,474,1,1,49.99,19.49
475,15/07/2012 10:16,475,1,1,49.99,19.49
476,15/07/2012 12:04,476,1,1,49.99,19.49
477,15/07/2012 14:13,477,1,1,49.99,19.49
478,15/07/2012 19:03,478,1,1,49.99,19.49
479,15/07/2012 19:50,479,1,1,49.99,19.49
480,16/07/2012 10:46,480,1,1,49.99,19.49
481,16/07/2012 11:31,481,1,1,49.99,19.49
482,16/07/2012 13:27,482,1,1,49.99,19.49
483,16/07/2012 15:25,483,1,1,49.99,19.49
484,16/07/2012 18:34,484,1,1,49.99,19.49
485,16/07/2012 19:17,485,1,1,49.99,19.49
486,17/07/2012 00:45,486,1,1,49.99,19.49
487,17/07/2012 05:43,487,1,1,49.99,19.49
488,17/07/2012 13:18,488,1,1,49.99,19.49
489,17/07/2012 13:23,489,1,1,49.99,19.49
490,17/07/2012 17:21,490,1,1,49.99,19.49
491,17/07/2012 18:08,491,1,1,49.99,19.49
492,17/07/2012 20:29,492,1,1,49.99,19.49
493,17/07/2012 21:21,493,1,1,49.99,19.49
494,18/07/2012 08:25,494,1,1,49.99,19.49
495,18/07/2012 10:18,495,1,1,49.99,19.49
496,18/07/2012 22:06,496,1,1,49.99,19.49
497,18/07/2012 23:31,497,1,1,49.99,19.49
498,19/07/2012 11:13,498,1,1,49.99,19.49
499,19/07/2012 15:54,499,1,1,49.99,19.49
500,19/07/2012 17:43,500,1,1,49.99,19.49
501,19/07/2012 21:50,501,1,1,49.99,19.49
502,19/07/2012 23:02,502,1,1,49.99,19.49
503,20/07/2012 00:24,503,1,1,49.99,19.49
504,20/07/2012 05:33,504,1,1,49.99,19.49
505,20/07/2012 07:15,505,1,1,49.99,19.49
506,20/07/2012 08:57,506,1,1,49.99,19.49
507,20/07/2012 15:29,507,1,1,49.99,19.49
508,20/07/2012 16:43,508,1,1,49.99,19.49
509,20/07/2012 16:48,509,1,1,49.99,19.49
510,20/07/2012 17:02,510,1,1,49.99,19.49
511,20/07/2012 17:06,511,1,1,49.99,19.49
512,20/07/2012 17:10,512,1,1,49.99,19.49
513,20/07/2012 18:44,513,1,1,49.99,19.49
514,20/07/2012 20:41,514,1,1,49.99,19.49
515,20/07/2012 20:52,515,1,1,49.99,19.49
