order_item_refund_id,created_at,order_item_id,order_id,refund_amount_usd
141,05/12/2012 13:29,1797,1797,49.99
142,05/12/2012 14:58,1915,1915,49.99
143,05/12/2012 21:25,1818,1818,49.99
144,06/12/2012 00:11,1947,1947,49.99
145,08/12/2012 09:35,1745,1745,49.99
146,09/12/2012 02:30,2050,2050,49.99
147,11/12/2012 09:41,2184,2184,49.99
148,12/12/2012 17:40,2098,2098,49.99
149,13/12/2012 18:49,2045,2045,49.99
150,13/12/2012 21:56,2241,2241,49.99
151,14/12/2012 00:26,2057,2057,49.99
152,15/12/2012 01:53,2165,2165,49.99
153,15/12/2012 18:15,2147,2147,49.99
154,18/12/2012 06:03,2341,2341,49.99
155,18/12/2012 10:33,2172,2172,49.99
156,18/12/2012 16:32,2244,2244,49.99
157,19/12/2012 10:27,2202,2202,49.99
158,20/12/2012 10:37,2365,2365,49.99
159,21/12/2012 23:38,2377,2377,49.99
160,22/12/2012 07:03,2415,2415,49.99
161,23/12/2012 12:55,2337,2337,49.99
162,24/12/2012 02:35,2249,2249,49.99
163,26/12/2012 16:24,2444,2444,49.99
164,26/12/2012 20:36,2445,2445,49.99
165,26/12/2012 21:48,2323,2323,49.99
166,27/12/2012 18:09,2398,2398,49.99
167,28/12/2012 15:07,2479,2479,49.99
168,31/12/2012 17:05,2446,2446,49.99
169,31/12/2012 22:19,2431,2431,49.99
170,01/01/2013 14:30,2426,2426,49.99
171,04/01/2013 00:06,2498,2498,49.99
172,04/01/2013 11:38,2489,2489,49.99
173,05/01/2013 17:00,2504,2504,49.99
174,06/01/2013 01:50,2492,2492,49.99
175,06/01/2013 07:42,2495,2495,49.99
176,07/01/2013 01:10,2549,2549,49.99
177,07/01/2013 17:47,2525,2525,49.99
178,09/01/2013 17:13,2619,2619,49.99
179,10/01/2013 20:07,2576,2576,49.99
180,12/01/2013 05:10,2711,2711,49.99
181,15/01/2013 12:24,2715,2715,49.99
182,15/01/2013 13:09,2621,2621,49.99
183,17/01/2013 04:44,2752,2752,49.99
184,17/01/2013 18:44,2660,2660,49.99
185,19/01/2013 22:51,2790,2790,49.99
186,24/01/2013 13:47,2755,2755,49.99
187,27/01/2013 04:11,2777,2777,49.99
188,27/01/2013 04:20,2789,2789,49.99
189,28/01/2013 08:17,2805,2805,49.99
190,29/01/2013 06:53,2846,2846,59.99
191,01/02/2013 19:47,2961,2961,49.99
192,01/02/2013 21:10,2833,2833,49.99
193,02/02/2013 14:05,2911,2911,49.99
194,03/02/2013 20:08,2978,2978,49.99
195,06/02/2013 16:47,2998,2998,59.99
196,07/02/2013 05:42,2906,2906,49.99
197,07/02/2013 20:48,2913,2913,49.99
198,10/02/2013 23:31,2958,2958,49.99
199,12/02/2013 00:01,3079,3079,49.99
200,12/02/2013 11:30,3014,3014,49.99
201,12/02/2013 13:57,3019,3019,49.99
202,13/02/2013 02:20,2999,2999,49.99
203,14/02/2013 01:34,3073,3073,49.99
204,20/02/2013 05:32,3048,3048,49.99
205,20/02/2013 05:50,3067,3067,49.99
206,20/02/2013 06:06,3284,3284,59.99
207,22/02/2013 05:03,3109,3109,49.99
208,22/02/2013 16:58,3297,3297,49.99
209,26/02/2013 16:19,3199,3199,49.99
210,27/02/2013 02:11,3118,3118,49.99
211,27/02/2013 15:03,3355,3355,49.99
212,28/02/2013 01:47,3178,3178,49.99
213,28/02/2013 03:34,3380,3380,49.99
214,02/03/2013 02:09,3306,3306,49.99
215,02/03/2013 02:13,3396,3396,49.99
216,04/03/2013 02:16,3313,3313,49.99
217,05/03/2013 03:49,3487,3487,49.99
218,05/03/2013 05:29,3373,3373,49.99
219,05/03/2013 09:12,3425,3425,49.99
220,06/03/2013 05:10,3400,3400,49.99
221,06/03/2013 07:46,3316,3316,49.99
222,07/03/2013 21:42,3452,3452,49.99
223,08/03/2013 12:47,3524,3524,49.99
224,08/03/2013 22:58,3517,3517,49.99
225,10/03/2013 19:23,3417,3417,49.99
226,17/03/2013 21:26,3499,3499,59.99
227,19/03/2013 07:16,3607,3607,49.99
228,19/03/2013 09:49,3573,3573,49.99
229,20/03/2013 07:28,3563,3563,59.99
230,21/03/2013 11:20,3585,3585,49.99
231,22/03/2013 13:12,3549,3549,49.99
232,24/03/2013 09:17,3633,3633,49.99
233,26/03/2013 03:39,3632,3632,49.99
234,31/03/2013 17:52,3806,3806,49.99
235,02/04/2013 12:23,3713,3713,49.99
236,03/04/2013 19:46,3769,3769,49.99
237,04/04/2013 08:41,3764,3764,49.99
238,05/04/2013 06:08,3807,3807,49.99
239,06/04/2013 17:10,3757,3757,49.99
240,07/04/2013 08:38,3814,3814,49.99
241,08/04/2013 12:42,3798,3798,59.99
242,08/04/2013 18:35,3856,3856,49.99
243,10/04/2013 04:56,3811,3811,49.99
244,10/04/2013 07:44,3953,3953,49.99
245,12/04/2013 07:36,3866,3866,49.99
246,17/04/2013 05:01,4033,4033,49.99
247,17/04/2013 14:45,3933,3933,49.99
248,18/04/2013 10:28,4114,4114,49.99
249,19/04/2013 02:21,4112,4112,49.99
250,19/04/2013 22:59,3989,3989,49.99
251,20/04/2013 02:52,4182,4182,49.99
252,20/04/2013 06:55,4045,4045,49.99
253,20/04/2013 13:19,4005,4005,49.99
254,20/04/2013 17:04,4001,4001,49.99
255,21/04/2013 09:43,4065,4065,49.99
256,22/04/2013 08:05,4037,4037,49.99
257,23/04/2013 12:58,3993,3993,49.99
258,02/05/2013 04:42,4222,4222,49.99
259,03/05/2013 15:55,4304,4304,59.99
260,04/05/2013 00:28,4396,4396,49.99
261,04/05/2013 18:05,4344,4344,49.99
262,05/05/2013 01:01,4257,4257,49.99
263,07/05/2013 02:38,4438,4438,49.99
264,09/05/2013 17:34,4420,4420,49.99
265,10/05/2013 03:35,4444,4444,49.99
266,10/05/2013 10:03,4507,4507,49.99
267,11/05/2013 00:13,4310,4310,49.99
268,14/05/2013 01:51,4494,4494,49.99
269,15/05/2013 17:04,4543,4543,49.99
270,15/05/2013 18:18,4590,4590,49.99
271,16/05/2013 07:19,4423,4423,49.99
272,18/05/2013 17:57,4696,4696,49.99
273,18/05/2013 20:00,4564,4564,49.99
274,19/05/2013 10:55,4610,4610,49.99
275,19/05/2013 20:13,4608,4608,49.99
276,19/05/2013 20:40,4576,4576,49.99
277,20/05/2013 13:06,4710,4710,49.99
278,21/05/2013 23:59,4611,4611,49.99
279,23/05/2013 14:00,4654,4654,49.99
280,23/05/2013 17:27,4620,4620,49.99
281,26/05/2013 23:35,4679,4679,59.99
282,27/05/2013 09:45,4793,4793,49.99
283,27/05/2013 21:46,4706,4706,49.99
284,28/05/2013 05:44,4726,4726,49.99
285,28/05/2013 10:43,4825,4825,49.99
286,28/05/2013 22:10,4680,4680,49.99
287,29/05/2013 00:40,4760,4760,59.99
288,31/05/2013 18:17,4758,4758,49.99
289,03/06/2013 23:06,4989,4989,49.99
290,04/06/2013 06:54,4915,4915,49.99
291,04/06/2013 14:12,4900,4900,49.99
292,04/06/2013 20:48,4807,4807,49.99
293,07/06/2013 10:18,4874,4874,49.99
294,07/06/2013 19:37,4879,4879,49.99
295,08/06/2013 21:55,5100,5100,49.99
296,08/06/2013 23:33,5095,5095,49.99
297,09/06/2013 03:43,5051,5051,49.99
298,09/06/2013 13:24,4993,4993,49.99
299,09/06/2013 17:42,4953,4953,49.99
300,11/06/2013 01:06,4907,4907,49.99
301,11/06/2013 03:12,5023,5023,49.99
302,11/06/2013 21:45,5134,5134,49.99
303,13/06/2013 12:18,4912,4912,49.99
304,17/06/2013 23:10,5007,5007,59.99
305,18/06/2013 06:57,5082,5082,49.99
306,18/06/2013 12:08,5257,5257,59.99
307,18/06/2013 21:43,5145,5145,49.99
308,19/06/2013 11:47,5128,5128,49.99
309,19/06/2013 14:16,5113,5113,49.99
310,20/06/2013 01:37,5168,5168,49.99
311,20/06/2013 03:04,5263,5263,59.99
312,20/06/2013 11:43,5124,5124,49.99
313,21/06/2013 03:48,5289,5289,59.99
314,22/06/2013 15:45,5108,5108,49.99
315,24/06/2013 02:44,5262,5262,49.99
316,24/06/2013 15:52,5333,5333,49.99
317,27/06/2013 04:27,5422,5422,49.99
318,27/06/2013 04:52,5284,5284,49.99
319,27/06/2013 14:13,5346,5346,49.99
320,27/06/2013 17:50,5261,5261,49.99
321,28/06/2013 06:53,5386,5386,49.99
322,28/06/2013 23:54,5239,5239,59.99
323,01/07/2013 03:30,5387,5387,49.99
324,01/07/2013 05:03,5531,5531,49.99
325,01/07/2013 09:39,5523,5523,49.99
326,02/07/2013 00:22,5518,5518,49.99
327,03/07/2013 10:54,5412,5412,49.99
328,03/07/2013 13:20,5565,5565,49.99
329,03/07/2013 13:41,5323,5323,49.99
330,03/07/2013 15:47,5390,5390,49.99
331,03/07/2013 18:05,5462,5462,49.99
332,04/07/2013 02:35,5408,5408,49.99
333,05/07/2013 01:53,5430,5430,49.99
334,06/07/2013 08:00,5474,5474,49.99
335,07/07/2013 02:47,5496,5496,49.99
336,07/07/2013 12:52,5569,5569,49.99
337,07/07/2013 14:19,5405,5405,49.99
338,07/07/2013 14:20,5586,5586,49.99
339,08/07/2013 03:47,5574,5574,49.99
340,08/07/2013 13:37,5616,5616,49.99
341,09/07/2013 04:00,5451,5451,49.99
342,09/07/2013 06:03,5635,5635,49.99
343,11/07/2013 08:00,5631,5631,49.99
344,11/07/2013 15:40,5663,5663,49.99
345,12/07/2013 07:03,5700,5700,49.99
346,12/07/2013 21:00,5712,5712,49.99
347,13/07/2013 09:03,5607,5607,49.99
348,14/07/2013 08:59,5576,5576,49.99
349,14/07/2013 13:17,5683,5683,49.99
350,15/07/2013 19:22,5746,5746,49.99
351,16/07/2013 07:11,5578,5578,49.99
352,18/07/2013 22:37,5843,5843,49.99
353,21/07/2013 01:03,5650,5650,49.99
354,22/07/2013 00:53,5696,5696,49.99
355,22/07/2013 13:38,5750,5750,59.99
356,22/07/2013 16:36,5906,5906,49.99
357,23/07/2013 00:18,5847,5847,59.99
358,25/07/2013 09:25,5863,5863,49.99
359,25/07/2013 12:16,5802,5802,49.99
360,25/07/2013 12:44,5855,5855,49.99
361,26/07/2013 07:06,5799,5799,49.99
362,27/07/2013 06:08,6031,6031,49.99
363,27/07/2013 23:29,5914,5914,49.99
364,28/07/2013 22:35,5865,5865,49.99
365,29/07/2013 14:16,5938,5938,49.99
366,29/07/2013 22:14,5946,5946,49.99
367,31/07/2013 17:11,6074,6074,49.99
368,01/08/2013 13:54,6047,6047,49.99
369,02/08/2013 14:28,6158,6158,49.99
370,05/08/2013 03:29,6054,6054,49.99
371,05/08/2013 06:30,5933,5933,49.99
372,06/08/2013 15:56,5993,5993,59.99
373,06/08/2013 23:05,6052,6052,49.99
374,07/08/2013 03:10,6139,6139,49.99
375,07/08/2013 17:43,6195,6195,49.99
376,07/08/2013 18:48,6075,6075,49.99
377,08/08/2013 01:45,6059,6059,49.99
378,08/08/2013 05:48,6008,6008,49.99
379,09/08/2013 02:05,6269,6269,49.99
380,09/08/2013 18:01,6110,6110,49.99
381,11/08/2013 08:49,6226,6226,49.99
382,11/08/2013 21:31,6247,6247,49.99
383,12/08/2013 11:23,6251,6251,49.99
384,13/08/2013 19:22,6324,6324,49.99
385,13/08/2013 19:29,6103,6103,49.99
386,14/08/2013 20:55,6173,6173,49.99
387,16/08/2013 18:07,6215,6215,49.99
388,17/08/2013 11:59,6244,6244,49.99
389,18/08/2013 14:43,6395,6395,59.99
390,19/08/2013 00:45,6387,6387,49.99
391,19/08/2013 06:11,6259,6259,49.99
392,19/08/2013 10:30,6273,6273,49.99
393,19/08/2013 20:05,6421,6421,49.99
394,20/08/2013 01:34,6302,6302,49.99
395,23/08/2013 11:30,6355,6355,49.99
396,23/08/2013 20:08,6432,6432,49.99
397,25/08/2013 14:35,6528,6528,49.99
398,25/08/2013 18:27,6465,6465,49.99
399,26/08/2013 18:26,6461,6461,49.99
400,27/08/2013 07:05,6634,6634,49.99
401,29/08/2013 04:21,6451,6451,49.99
402,29/08/2013 12:26,6526,6526,49.99
403,01/09/2013 04:47,6504,6504,49.99
404,02/09/2013 21:26,6589,6589,49.99
405,03/09/2013 11:29,6627,6627,49.99
406,07/09/2013 08:56,6758,6758,49.99
407,08/09/2013 06:13,6721,6721,49.99
408,10/09/2013 12:36,6805,6805,49.99
409,11/09/2013 03:49,6743,6743,49.99
410,11/09/2013 23:05,6882,6882,49.99
411,12/09/2013 02:42,6899,6899,49.99
412,13/09/2013 18:33,6943,6943,49.99
413,14/09/2013 01:52,6750,6750,49.99
414,16/09/2013 20:39,6940,6940,49.99
415,16/09/2013 22:24,6825,6825,49.99
416,17/09/2013 16:28,6865,6865,49.99
417,17/09/2013 20:47,7009,7009,49.99
418,18/09/2013 13:29,6991,6991,49.99
419,19/09/2013 18:39,7035,7035,49.99
420,20/09/2013 14:30,6947,6947,49.99
421,21/09/2013 22:18,6952,6952,49.99
422,22/09/2013 23:10,6981,6981,49.99
423,23/09/2013 03:03,6999,6999,49.99
424,25/09/2013 05:22,7154,7154,49.99
425,26/09/2013 20:43,7250,7250,49.99
426,30/09/2013 01:36,7077,7077,49.99
427,02/10/2013 03:32,7230,7230,49.99
428,02/10/2013 19:43,7354,7351,59.99
429,04/10/2013 22:30,7164,7164,49.99
430,04/10/2013 23:06,7192,7192,49.99
431,06/10/2013 04:31,7480,7473,49.99
432,06/10/2013 22:07,7512,7503,49.99
433,07/10/2013 04:37,7259,7259,49.99
434,08/10/2013 21:41,7323,7320,49.99
435,09/10/2013 13:13,7308,7306,49.99
436,11/10/2013 05:30,7533,7522,49.99
437,14/10/2013 23:30,7582,7567,59.99
438,15/10/2013 00:17,7502,7493,49.99
439,19/10/2013 11:41,7741,7718,49.99
440,21/10/2013 16:51,7736,7713,49.99
441,22/10/2013 18:03,7636,7616,49.99
442,23/10/2013 14:51,7889,7863,49.99
443,24/10/2013 09:28,7598,7582,49.99
444,26/10/2013 06:25,7667,7647,49.99
445,28/10/2013 10:54,8014,7984,49.99
446,01/11/2013 16:52,7847,7821,49.99
447,01/11/2013 17:19,7877,7851,59.99
448,02/11/2013 10:20,7945,7916,49.99
449,03/11/2013 19:47,8101,8069,49.99
450,05/11/2013 16:01,8164,8128,49.99
451,06/11/2013 18:24,8041,8011,49.99
452,07/11/2013 05:48,7939,7910,49.99
453,07/11/2013 06:57,8049,8019,49.99
454,13/11/2013 22:31,8270,8232,49.99
455,15/11/2013 02:25,8287,8248,49.99
456,22/11/2013 09:14,8530,8481,49.99
457,22/11/2013 13:33,8521,8472,49.99
458,24/11/2013 09:50,8578,8527,49.99
459,25/11/2013 15:12,8359,8319,59.99
460,25/11/2013 19:05,8657,8604,49.99
461,27/11/2013 07:35,8637,8586,49.99
462,27/11/2013 18:59,8602,8551,49.99
463,28/11/2013 01:44,8703,8647,59.99
464,01/12/2013 08:03,8783,8722,49.99
465,01/12/2013 17:57,8732,8674,49.99
466,02/12/2013 04:41,8729,8671,49.99
467,03/12/2013 05:30,9052,8979,49.99
468,03/12/2013 14:51,8737,8678,49.99
469,04/12/2013 14:42,8911,8843,49.99
470,05/12/2013 09:22,8675,8622,59.99
471,06/12/2013 19:16,9086,9010,49.99
472,07/12/2013 04:38,8856,8789,49.99
473,07/12/2013 11:04,8836,8770,49.99
474,08/12/2013 07:14,8935,8867,49.99
475,08/12/2013 07:28,8967,8896,59.99
476,09/12/2013 20:11,8957,8887,49.99
477,10/12/2013 01:44,8929,8861,49.99
478,10/12/2013 11:08,8978,8906,49.99
479,10/12/2013 15:51,8997,8925,49.99
480,10/12/2013 20:42,9069,8996,49.99
481,11/12/2013 03:20,9181,9103,59.99
482,11/12/2013 13:27,8992,8920,49.99
483,12/12/2013 13:14,9378,9297,49.99
484,13/12/2013 10:50,8915,8847,49.99
485,13/12/2013 19:03,9386,9304,59.99
486,14/12/2013 03:53,9344,9264,49.99
487,14/12/2013 15:33,8849,8782,49.99
488,16/12/2013 11:50,9407,9324,59.99
489,16/12/2013 14:51,9359,9278,49.99
490,17/12/2013 22:11,9550,9456,45.99
491,18/12/2013 20:11,9324,9244,49.99
492,19/12/2013 21:50,9406,9324,49.99
493,20/12/2013 08:33,9443,9356,49.99
494,22/12/2013 03:33,9753,9637,45.99
495,22/12/2013 20:59,9705,9593,49.99
496,23/12/2013 07:35,9831,9708,49.99
497,23/12/2013 08:06,9632,9530,49.99
498,23/12/2013 14:07,9717,9604,49.99
499,24/12/2013 22:26,9413,9330,49.99
500,26/12/2013 21:12,9662,9557,49.99
501,27/12/2013 07:23,9668,9562,49.99
502,27/12/2013 09:07,9844,9720,45.99
503,27/12/2013 20:01,9508,9417,45.99
504,28/12/2013 22:25,9752,9636,49.99
505,29/12/2013 04:25,9658,9553,45.99
506,30/12/2013 11:01,9886,9759,45.99
507,31/12/2013 14:12,9821,9700,49.99
508,31/12/2013 22:38,9611,9512,49.99
509,03/01/2014 00:42,9971,9838,59.99
510,03/01/2014 22:46,10104,9949,45.99
511,05/01/2014 00:43,10075,9925,45.99
512,06/01/2014 07:13,10047,9903,45.99
513,06/01/2014 10:30,10274,10098,49.99
514,07/01/2014 05:19,9891,9763,45.99
515,07/01/2014 12:18,10068,9919,49.99
516,08/01/2014 17:28,10285,10109,49.99
517,09/01/2014 14:13,10207,10041,45.99
518,12/01/2014 19:15,10321,10143,59.99
519,14/01/2014 18:19,10509,10309,45.99
520,14/01/2014 19:40,10430,10241,59.99
521,15/01/2014 20:06,10330,10151,45.99
522,16/01/2014 01:14,10604,10395,45.99
523,17/01/2014 01:59,10540,10335,45.99
524,17/01/2014 06:59,10301,10124,49.99
525,17/01/2014 17:53,10334,10155,49.99
526,19/01/2014 08:22,10699,10478,45.99
527,20/01/2014 06:39,10577,10371,49.99
528,20/01/2014 18:13,10373,10191,49.99
529,21/01/2014 02:43,10503,10304,49.99
530,21/01/2014 17:37,10707,10486,49.99
531,22/01/2014 20:04,10771,10540,49.99
532,22/01/2014 20:47,10385,10202,45.99
533,23/01/2014 06:10,10671,10454,49.99
534,23/01/2014 06:59,10669,10453,49.99
535,25/01/2014 12:11,10820,10582,45.99
536,25/01/2014 19:50,10513,10312,49.99
537,27/01/2014 21:08,10690,10470,59.99
538,28/01/2014 09:57,10977,10719,49.99
539,28/01/2014 13:22,10673,10456,49.99
540,28/01/2014 22:50,10854,10610,45.99
541,29/01/2014 13:24,10653,10439,49.99
542,30/01/2014 04:06,10624,10413,49.99
543,30/01/2014 10:46,10618,10408,59.99
544,31/01/2014 10:37,10859,10615,49.99
545,01/02/2014 03:08,10792,10558,49.99
546,01/02/2014 03:22,10721,10497,49.99
547,02/02/2014 00:25,10949,10693,49.99
548,02/02/2014 05:38,10786,10553,49.99
549,02/02/2014 12:30,10746,10519,49.99
550,02/02/2014 21:05,10934,10678,45.99
551,03/02/2014 12:01,10851,10607,49.99
552,04/02/2014 13:36,10994,10736,49.99
553,05/02/2014 06:19,10965,10707,49.99
554,05/02/2014 10:56,11162,10885,49.99
555,05/02/2014 16:23,11368,11062,49.99
556,06/02/2014 04:08,11313,11018,49.99
557,06/02/2014 12:15,11030,10769,49.99
558,07/02/2014 02:50,11110,10839,45.99
559,08/02/2014 22:50,11418,11106,49.99
560,09/02/2014 01:42,11153,10877,49.99
561,09/02/2014 06:23,11155,10878,49.99
562,09/02/2014 08:01,11554,11208,45.99
563,10/02/2014 05:50,11525,11188,49.99
564,10/02/2014 07:35,11455,11139,49.99
565,10/02/2014 20:08,11199,10917,45.99
566,11/02/2014 17:13,11272,10983,49.99
567,12/02/2014 01:32,11144,10869,45.99
568,12/02/2014 03:28,11393,11084,45.99
569,14/02/2014 08:29,11184,10904,49.99
570,14/02/2014 09:10,11482,11157,45.99
571,14/02/2014 09:38,11439,11124,49.99
572,14/02/2014 17:13,11758,11367,59.99
573,14/02/2014 17:59,11788,11390,45.99
574,15/02/2014 14:12,11550,11206,45.99
575,15/02/2014 21:54,11600,11244,49.99
576,17/02/2014 22:42,11493,11165,29.99
577,18/02/2014 20:53,11557,11211,49.99
578,20/02/2014 14:42,11944,11511,45.99
579,22/02/2014 09:50,12144,11658,49.99
580,22/02/2014 18:45,12068,11603,49.99
581,23/02/2014 12:02,11629,11265,59.99
582,23/02/2014 16:11,12174,11680,49.99
583,24/02/2014 00:08,12330,11787,45.99
584,24/02/2014 08:18,11825,11419,59.99
585,24/02/2014 13:55,11955,11522,59.99
586,25/02/2014 19:36,11778,11382,59.99
587,26/02/2014 13:26,12044,11588,49.99
588,26/02/2014 15:13,12097,11626,49.99
589,26/02/2014 17:19,12320,11780,45.99
590,27/02/2014 09:25,12444,11877,49.99
591,27/02/2014 14:34,12175,11681,45.99
592,28/02/2014 02:31,12373,11822,49.99
593,28/02/2014 21:22,12438,11873,45.99
594,01/03/2014 10:59,11974,11535,59.99
595,01/03/2014 13:21,12122,11643,45.99
596,01/03/2014 20:14,12430,11866,29.99
597,02/03/2014 02:18,12035,11582,49.99
598,02/03/2014 20:08,12359,11811,45.99
599,02/03/2014 20:33,12406,11848,49.99
600,03/03/2014 23:49,12135,11652,49.99
601,04/03/2014 19:59,12287,11760,45.99
602,05/03/2014 11:49,12608,11999,49.99
603,08/03/2014 00:37,12744,12101,49.99
604,08/03/2014 01:13,12737,12095,49.99
605,09/03/2014 05:12,12761,12115,45.99
606,09/03/2014 06:52,12403,11845,49.99
607,09/03/2014 19:25,12544,11951,49.99
608,11/03/2014 04:40,12531,11941,49.99
609,13/03/2014 03:24,12591,11987,49.99
610,13/03/2014 03:26,12738,12096,49.99
611,14/03/2014 14:28,12560,11964,45.99
